0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,titok,info,ID
X,4,4,5,5,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,29
X,8,11,11,9,7,6,8,1,8,10,8,9,3,8,4,6,ok,no_info,30
X,4,9,6,7,5,8,5,3,5,6,7,8,3,9,9,9,ok,no_info,31
X,1,0,2,0,0,7,7,4,4,7,6,8,2,8,3,8,ok,no_info,32
X,3,2,4,3,2,7,7,3,9,6,6,8,2,8,6,8,ok,no_info,33
X,4,9,6,7,5,8,7,3,5,6,7,6,4,11,10,8,ok,no_info,34
X,3,8,4,5,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,35
X,3,4,5,3,2,7,7,1,8,10,6,8,2,8,3,7,ok,no_info,36
X,3,2,4,4,2,7,7,3,9,6,6,8,2,8,6,8,ok,no_info,37
X,5,8,6,7,7,6,8,2,5,7,6,9,4,7,8,7,ok,no_info,38
X,3,5,6,4,3,9,7,1,9,10,4,7,2,8,3,8,ok,no_info,39
X,7,10,7,6,4,9,6,2,7,11,4,7,4,9,4,9,ok,no_info,40
X,3,7,5,5,2,9,7,1,8,10,4,7,3,8,3,8,ok,no_info,41
X,4,6,6,4,2,7,7,2,8,11,6,8,3,8,3,7,ok,no_info,42
X,9,13,9,7,5,4,9,3,8,12,10,9,4,9,4,5,ok,no_info,43
X,3,6,5,4,3,8,7,4,9,6,6,8,3,8,6,8,ok,no_info,44
X,5,11,6,8,2,7,7,5,4,7,6,8,3,8,4,8,ok,no_info,45
X,5,11,6,8,2,7,7,5,4,7,6,8,3,8,4,8,ok,no_info,46
X,8,15,8,9,4,8,8,2,8,9,7,8,4,12,4,7,ok,no_info,47
X,3,5,4,4,4,5,8,2,4,8,7,9,2,7,7,8,ok,no_info,48
X,5,8,6,7,6,7,7,2,5,7,6,8,3,10,8,7,ok,no_info,49
X,3,2,4,3,2,8,7,3,9,6,6,8,2,8,6,8,ok,no_info,50
X,11,14,10,8,4,8,7,2,10,9,6,8,4,8,4,8,ok,no_info,51
X,6,8,9,6,4,6,8,2,9,10,9,8,3,8,4,7,ok,no_info,52
X,5,8,8,6,5,10,6,1,8,10,2,7,4,9,4,10,ok,no_info,53
X,10,12,9,7,4,8,7,2,9,9,6,8,4,11,4,8,ok,no_info,54
X,1,0,1,0,0,8,7,3,5,7,6,8,2,8,3,7,ok,no_info,55
X,6,10,9,7,5,7,7,0,8,10,6,8,3,8,3,8,ok,no_info,56
X,4,9,6,7,6,7,8,2,6,7,7,9,4,10,6,7,ok,no_info,57
X,1,0,1,0,0,8,7,3,4,7,6,8,2,8,4,8,ok,no_info,58
X,4,2,6,4,3,7,7,3,10,6,6,8,2,8,6,8,ok,no_info,59
X,3,8,4,5,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,60
X,4,8,7,6,4,4,8,2,8,10,12,10,3,8,4,5,ok,no_info,61
X,1,1,2,2,1,7,7,3,8,6,6,8,2,8,5,8,ok,no_info,62
X,3,7,5,5,4,7,7,3,8,5,6,8,2,8,6,8,ok,no_info,63
X,7,10,7,5,4,6,9,3,7,11,10,8,4,14,4,6,ok,no_info,64
X,7,15,8,8,5,10,5,3,8,11,2,8,4,5,4,9,ok,no_info,65
X,4,4,6,3,3,7,6,1,9,11,7,9,3,7,3,7,ok,no_info,66
X,5,9,6,6,1,7,7,5,4,7,6,8,3,8,4,8,ok,no_info,67
X,5,10,6,7,2,7,7,5,4,7,6,8,3,8,4,8,ok,no_info,68
X,7,15,8,8,5,11,7,2,8,11,4,6,3,11,4,9,ok,no_info,69
X,4,9,7,6,4,7,7,0,8,9,6,8,2,8,3,7,ok,no_info,70
X,2,5,4,3,2,7,7,3,9,6,6,8,2,8,6,8,ok,no_info,71
X,1,0,1,0,0,7,7,3,4,7,6,8,2,8,3,8,ok,no_info,72
X,4,11,6,8,6,6,7,2,7,7,7,10,6,5,8,7,ok,no_info,73
X,2,1,3,2,2,8,7,3,8,6,6,8,2,8,5,8,ok,no_info,74
X,3,6,4,4,2,7,7,4,4,7,6,8,2,8,4,8,ok,no_info,75
X,7,15,8,8,5,6,8,2,8,11,7,8,4,9,4,6,ok,no_info,76
X,2,3,3,2,1,7,7,1,8,10,6,8,2,8,2,7,ok,no_info,77
X,4,8,5,6,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,78
X,8,11,7,6,3,7,7,2,9,9,7,9,4,11,4,7,ok,no_info,79
X,3,9,4,6,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,80
X,3,7,5,5,3,8,7,4,9,6,6,8,3,8,7,9,ok,no_info,81
X,4,4,5,6,1,7,7,5,4,7,6,8,3,8,4,8,ok,no_info,82
X,2,3,3,2,2,8,7,3,8,6,6,6,2,8,6,8,ok,no_info,83
X,4,8,6,6,4,7,7,3,9,5,6,8,3,8,7,8,ok,no_info,84
X,6,10,9,8,4,5,8,2,9,11,12,10,4,7,4,5,ok,no_info,85
X,2,3,3,2,2,7,7,3,9,6,6,8,2,8,5,8,ok,no_info,86
X,7,10,10,8,6,9,6,1,8,10,3,7,3,8,3,9,ok,no_info,87
X,9,11,8,6,3,7,7,2,9,9,6,8,4,9,4,8,ok,no_info,88
X,3,3,4,4,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,89
X,3,5,6,3,3,7,7,1,8,10,6,8,2,8,3,8,ok,no_info,90
X,4,6,5,5,5,8,8,2,4,7,6,8,3,8,7,7,ok,no_info,91
X,3,6,4,4,3,8,7,3,8,6,6,8,2,8,6,8,ok,no_info,92
X,4,10,6,7,6,7,7,2,6,7,6,7,4,7,6,7,ok,no_info,93
X,4,9,6,7,4,8,7,4,9,6,6,6,3,8,7,7,ok,no_info,94
X,3,7,5,5,2,9,7,1,8,10,4,7,3,8,3,8,ok,no_info,95
X,3,5,5,4,3,7,7,3,9,6,6,8,3,8,6,8,ok,no_info,96
X,3,7,4,5,2,7,7,4,4,7,6,7,2,8,4,8,ok,no_info,97
X,6,10,9,8,5,7,8,1,8,10,6,8,3,8,4,8,ok,no_info,98
X,3,9,5,7,4,8,7,3,8,5,6,8,3,8,6,8,ok,no_info,99
X,3,5,5,3,2,8,7,3,9,6,6,9,3,7,7,9,ok,no_info,100
X,3,6,4,4,3,7,8,3,8,6,6,8,2,8,6,8,ok,no_info,101
X,3,11,4,8,4,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,102
X,3,7,4,4,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,103
X,3,6,5,5,5,9,6,2,6,8,6,7,3,10,8,6,ok,no_info,104
X,3,5,6,3,2,5,8,2,9,11,10,9,2,9,3,6,ok,no_info,105
X,5,9,8,6,4,10,6,2,8,10,2,7,3,8,3,9,ok,no_info,106
X,5,11,9,9,7,6,8,2,6,7,6,9,6,5,8,7,ok,no_info,107
X,1,0,1,0,0,8,7,3,4,7,6,8,2,8,4,8,ok,no_info,108
X,2,1,3,3,2,7,7,3,8,6,6,8,2,8,6,8,ok,no_info,109
X,3,8,5,6,3,8,7,4,8,6,6,8,3,8,6,8,ok,no_info,110
X,5,5,6,8,2,7,7,5,4,7,6,8,3,8,4,8,ok,no_info,111
X,5,9,8,6,4,5,8,2,8,11,11,9,3,9,4,6,ok,no_info,112
X,3,5,6,4,3,6,7,1,9,11,9,9,3,8,3,7,ok,no_info,113
X,6,11,8,9,7,8,6,3,5,6,7,8,3,9,9,9,ok,no_info,114
X,3,9,4,6,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,115
X,3,4,4,3,2,7,7,3,9,6,6,10,2,8,6,7,ok,no_info,116
X,1,0,1,0,0,7,7,3,4,7,6,8,2,8,3,8,ok,no_info,117
X,6,13,7,7,4,9,7,2,7,11,4,6,4,10,4,8,ok,no_info,118
X,3,9,5,6,4,7,7,3,8,5,6,8,2,8,6,8,ok,no_info,119
X,4,8,5,6,3,8,7,4,4,7,6,8,3,8,4,8,ok,no_info,120
X,6,11,7,6,4,7,8,2,7,11,7,7,4,10,4,6,ok,no_info,121
X,4,7,7,5,3,10,6,1,8,10,3,7,2,8,3,9,ok,no_info,122
X,4,5,5,7,2,7,7,5,4,7,6,8,3,8,4,8,ok,no_info,123
X,5,11,8,8,7,7,7,3,8,5,7,10,3,8,6,8,ok,no_info,124
X,5,8,8,6,4,6,8,1,8,10,9,9,2,9,3,7,ok,no_info,125
X,7,13,6,7,3,8,7,2,8,9,6,8,4,8,4,8,ok,no_info,126
X,4,9,6,7,6,9,7,2,6,7,5,6,3,8,6,8,ok,no_info,127
X,3,8,5,6,4,7,7,3,8,6,6,8,3,8,6,7,ok,no_info,128
X,5,9,8,6,4,6,8,1,8,10,9,9,2,9,3,7,ok,no_info,129
X,3,6,5,4,3,7,7,3,8,6,6,9,3,8,6,8,ok,no_info,130
X,2,2,3,3,2,8,7,3,8,6,6,7,2,8,5,7,ok,no_info,131
X,3,7,5,5,2,6,9,1,8,10,8,8,2,8,3,7,ok,no_info,132
X,2,7,4,5,2,7,7,4,8,6,6,8,3,8,6,8,ok,no_info,133
X,3,5,4,3,2,7,7,3,9,6,6,7,3,8,6,7,ok,no_info,134
X,4,6,6,4,3,8,7,2,8,10,5,8,3,8,4,8,ok,no_info,135
X,3,8,4,5,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,136
X,3,7,4,5,2,7,7,4,4,7,6,8,2,8,4,8,ok,no_info,137
X,4,9,5,6,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,138
X,3,6,5,4,4,7,7,3,5,6,6,9,2,8,8,8,ok,no_info,139
X,3,7,4,5,3,8,7,2,5,6,6,7,2,8,8,9,ok,no_info,140
X,3,7,4,5,4,6,6,3,5,6,6,10,2,8,8,7,ok,no_info,141
X,5,11,7,8,5,4,8,1,8,9,10,10,2,9,3,5,ok,no_info,142
X,3,6,4,4,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,143
X,4,9,5,6,1,7,7,5,4,7,6,8,3,8,4,8,ok,no_info,144
X,6,10,7,5,3,5,9,2,8,11,8,8,4,9,3,6,ok,no_info,145
X,4,5,5,7,2,7,7,5,4,7,6,8,3,8,4,8,ok,no_info,146
X,3,5,4,5,4,6,7,2,5,8,7,10,2,10,7,8,ok,no_info,147
X,4,8,6,6,4,8,8,3,9,5,5,6,3,9,7,8,ok,no_info,148
X,2,1,2,1,0,8,7,4,4,7,6,8,3,8,4,8,ok,no_info,149
X,7,13,8,7,5,8,7,2,8,11,4,7,4,9,4,7,ok,no_info,150
X,3,5,6,3,2,9,6,1,8,11,4,8,2,8,3,9,ok,no_info,151
X,6,9,6,4,3,8,7,2,8,9,6,8,4,9,4,8,ok,no_info,152
X,2,4,3,3,2,8,7,3,8,6,6,6,2,8,5,8,ok,no_info,153
X,3,4,4,3,2,8,7,3,9,6,6,6,2,8,6,8,ok,no_info,154
X,7,10,10,7,5,5,9,2,9,11,12,9,3,9,4,5,ok,no_info,155
X,6,11,9,8,5,10,7,1,8,10,2,7,3,8,4,9,ok,no_info,156
X,6,9,9,6,4,5,8,2,8,11,11,9,3,9,4,5,ok,no_info,157
X,4,5,5,7,2,7,7,5,4,7,6,8,3,8,4,8,ok,no_info,158
X,2,1,3,1,1,8,7,4,8,6,6,7,2,8,5,8,ok,no_info,159
X,3,4,5,3,2,9,7,2,8,10,3,7,2,8,3,9,ok,no_info,160
X,4,6,6,4,3,10,7,1,8,10,2,6,3,8,3,9,ok,no_info,161
X,3,6,4,4,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,162
X,4,7,6,5,3,5,8,1,8,10,9,9,2,9,3,6,ok,no_info,163
X,3,5,5,3,3,8,7,3,10,6,6,8,4,7,7,9,ok,no_info,164
X,3,9,4,6,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,165
X,4,6,6,4,3,10,7,1,8,10,2,6,3,8,3,10,ok,no_info,166
X,3,10,6,7,6,8,7,2,6,7,6,8,3,8,6,8,ok,no_info,167
X,4,9,7,6,4,7,7,4,10,6,6,8,3,8,7,8,ok,no_info,168
X,1,0,2,1,0,7,7,4,5,7,6,8,2,8,4,8,ok,no_info,169
X,9,15,10,9,6,8,8,2,7,11,6,6,5,12,4,8,ok,no_info,170
X,3,8,5,6,3,7,7,4,9,6,6,8,3,8,6,8,ok,no_info,171
X,4,4,6,3,3,5,8,2,9,11,10,9,3,7,3,6,ok,no_info,172
X,6,9,9,7,5,4,8,2,8,10,12,11,3,8,3,5,ok,no_info,173
X,2,0,2,1,0,7,7,6,2,7,6,8,3,8,3,8,ok,no_info,174
X,1,1,2,1,1,7,7,3,7,6,6,8,2,8,5,8,ok,no_info,175
X,2,3,4,1,2,7,7,4,9,7,6,8,2,8,6,7,ok,no_info,176
X,3,6,5,4,4,8,6,2,5,6,6,7,2,9,8,9,ok,no_info,177
X,3,8,5,6,4,8,7,3,8,5,6,8,2,8,6,8,ok,no_info,178
X,5,8,7,6,3,8,7,2,8,10,4,7,3,8,4,8,ok,no_info,179
X,5,10,7,8,5,8,7,3,9,5,6,9,5,7,9,8,ok,no_info,180
X,2,1,4,2,2,7,7,3,9,6,6,8,2,8,5,8,ok,no_info,181
X,3,4,6,3,3,6,9,1,8,10,9,8,2,8,3,6,ok,no_info,182
X,4,6,5,4,3,7,8,1,8,10,7,8,3,8,3,7,ok,no_info,183
X,5,11,7,8,7,8,7,3,5,6,7,6,4,10,11,9,ok,no_info,184
X,6,9,8,8,8,8,7,2,5,7,6,7,4,9,8,8,ok,no_info,185
X,4,6,6,4,3,7,7,1,8,10,7,9,3,8,3,7,ok,no_info,186
X,3,9,4,6,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,187
X,5,9,8,7,7,6,7,3,6,8,8,11,6,6,8,6,ok,no_info,188
X,3,7,5,5,3,5,8,1,7,10,10,9,2,9,3,6,ok,no_info,189
X,2,2,4,3,2,8,7,3,9,6,6,8,3,8,6,8,ok,no_info,190
X,2,1,3,3,2,7,8,3,8,6,6,7,2,8,6,7,ok,no_info,191
X,4,8,7,6,6,8,7,2,6,7,6,7,5,7,7,8,ok,no_info,192
X,5,9,7,8,8,8,7,2,4,8,6,8,4,10,8,6,ok,no_info,193
X,5,8,7,7,7,9,8,3,5,8,5,6,3,6,8,8,ok,no_info,194
X,4,9,6,7,3,6,8,1,8,10,9,8,3,8,4,7,ok,no_info,195
X,5,9,8,7,4,5,8,2,8,11,11,9,3,9,4,6,ok,no_info,196
X,3,7,4,5,2,7,7,4,4,7,6,8,2,8,4,8,ok,no_info,197
X,10,12,9,6,4,10,6,3,8,10,4,7,4,12,4,9,ok,no_info,198
X,3,1,4,2,2,7,7,3,9,6,6,8,3,8,6,8,ok,no_info,199
X,2,3,3,2,2,7,8,3,8,6,6,7,2,8,5,7,ok,no_info,200
X,3,4,5,3,2,9,6,1,8,10,4,7,2,8,3,8,ok,no_info,201
X,4,7,6,5,3,6,8,1,8,10,8,9,3,8,3,7,ok,no_info,202
X,4,8,7,6,3,7,7,1,8,10,7,9,3,8,3,7,ok,no_info,203
X,4,6,5,5,5,7,9,2,6,8,6,8,3,6,6,7,ok,no_info,204
X,9,13,10,7,5,7,7,2,9,11,5,8,4,7,4,7,ok,no_info,205
X,3,4,4,6,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,206
X,5,5,6,7,2,7,7,5,4,7,6,8,3,8,4,8,ok,no_info,207
X,4,11,6,8,4,7,7,4,9,6,6,8,3,8,7,7,ok,no_info,208
X,5,10,6,8,4,7,7,4,4,7,6,7,3,8,4,8,ok,no_info,209
X,5,11,6,8,2,7,7,5,4,7,6,8,3,8,4,8,ok,no_info,210
X,4,8,6,6,4,8,7,1,8,10,4,7,3,8,3,8,ok,no_info,211
X,3,3,4,4,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,212
X,3,9,5,6,4,7,7,3,8,5,6,8,2,8,6,7,ok,no_info,213
X,2,3,4,2,2,8,7,1,7,10,5,8,2,8,2,8,ok,no_info,214
X,8,12,9,6,5,8,7,2,7,11,4,7,5,10,4,8,ok,no_info,215
X,6,9,8,8,9,6,8,2,5,7,7,10,4,5,8,7,ok,no_info,216
X,2,1,3,2,2,7,7,3,9,6,6,8,2,8,5,8,ok,no_info,217
X,5,10,6,7,2,7,7,5,4,7,6,8,3,8,4,8,ok,no_info,218
X,4,5,6,3,3,7,7,1,9,10,6,8,2,8,3,7,ok,no_info,219
X,4,7,7,5,3,5,9,2,8,10,10,8,3,8,4,6,ok,no_info,220
X,3,6,4,4,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,221
X,3,2,5,4,3,8,7,3,9,6,6,8,3,8,6,8,ok,no_info,222
X,4,8,6,6,3,5,8,2,8,10,10,9,3,8,3,6,ok,no_info,223
X,5,9,7,7,4,6,8,1,8,10,8,9,3,8,3,6,ok,no_info,224
X,2,3,3,4,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,225
X,7,11,10,8,5,10,7,2,9,11,1,6,4,9,4,10,ok,no_info,226
X,3,4,6,3,2,9,6,2,8,10,3,7,2,7,3,9,ok,no_info,227
X,8,13,8,7,5,7,6,2,8,11,4,8,4,5,4,7,ok,no_info,228
X,11,15,10,8,5,11,6,3,9,10,4,7,4,11,4,11,ok,no_info,229
X,4,4,5,6,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,230
X,5,9,8,7,5,4,8,1,8,10,11,10,3,9,3,5,ok,no_info,231
X,1,0,1,0,0,8,7,3,5,7,6,8,2,8,3,7,ok,no_info,232
X,6,11,9,8,6,5,8,1,8,10,10,10,3,8,4,6,ok,no_info,233
X,5,9,6,8,7,9,8,2,5,8,5,6,4,7,9,8,ok,no_info,234
X,5,9,8,7,4,7,8,1,8,10,7,8,3,8,4,7,ok,no_info,235
X,2,5,3,3,2,7,7,3,9,6,6,8,2,8,6,8,ok,no_info,236
X,4,8,6,6,4,8,7,3,8,5,6,6,3,8,6,7,ok,no_info,237
X,3,6,5,4,3,6,8,1,8,10,8,9,2,8,3,6,ok,no_info,238
X,3,3,4,4,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,239
X,3,5,5,4,2,10,7,1,8,11,3,7,2,8,3,9,ok,no_info,240
X,2,0,2,1,0,7,7,6,2,7,6,8,3,8,3,8,ok,no_info,241
X,4,7,6,5,3,7,8,1,8,10,7,8,2,8,3,7,ok,no_info,242
X,2,1,2,1,0,7,7,4,4,7,6,8,2,8,4,8,ok,no_info,243
X,6,10,9,7,5,7,8,1,9,10,6,8,3,8,4,7,ok,no_info,244
X,4,7,6,5,3,4,9,2,7,10,11,9,3,9,3,5,ok,no_info,245
X,2,5,4,4,2,7,7,3,9,6,6,8,2,8,6,8,ok,no_info,246
X,5,7,8,5,3,9,6,2,8,11,2,7,3,8,4,9,ok,no_info,247
X,3,6,4,4,2,7,7,4,4,7,6,7,3,8,4,8,ok,no_info,248
X,2,3,3,2,1,9,7,3,8,6,6,6,2,8,5,8,ok,no_info,249
X,5,11,7,8,6,7,6,3,9,5,7,10,4,7,8,8,ok,no_info,250
X,5,10,7,8,4,4,9,2,8,10,12,9,3,9,4,5,ok,no_info,251
X,4,9,6,7,5,7,7,3,8,5,6,8,3,8,6,7,ok,no_info,252
X,4,6,7,4,4,7,7,1,8,10,6,8,2,8,3,8,ok,no_info,253
X,5,10,8,8,5,7,7,4,9,6,6,10,3,8,7,8,ok,no_info,254
X,2,1,2,1,0,7,7,4,4,7,6,8,2,8,4,8,ok,no_info,255
X,5,7,7,5,3,8,8,1,8,10,4,7,3,8,3,7,ok,no_info,256
X,4,10,6,8,4,7,8,3,9,6,5,6,4,10,8,6,ok,no_info,257
X,3,5,4,3,2,7,7,3,9,6,6,8,2,8,6,8,ok,no_info,258
X,7,9,6,5,3,6,8,2,9,10,9,9,4,8,4,6,ok,no_info,259
X,6,8,9,6,4,6,8,2,9,10,9,9,3,8,4,6,ok,no_info,260
X,4,10,5,7,2,7,7,5,4,7,6,8,3,8,4,8,ok,no_info,261
X,5,9,8,6,5,7,7,0,8,10,7,8,2,8,3,7,ok,no_info,262
X,2,6,4,4,3,8,8,3,8,6,6,6,3,8,6,8,ok,no_info,263
X,4,6,5,6,5,7,8,2,5,8,6,8,3,6,7,7,ok,no_info,264
X,3,3,5,2,2,6,8,2,8,11,9,9,2,8,3,6,ok,no_info,265
X,6,10,9,8,4,8,7,1,9,10,5,8,3,8,4,8,ok,no_info,266
X,4,9,6,6,4,4,8,1,8,10,10,10,2,8,3,5,ok,no_info,267
X,3,4,4,3,2,7,7,3,9,6,6,8,3,8,6,8,ok,no_info,268
X,8,13,9,7,5,6,8,2,8,11,5,7,4,5,4,6,ok,no_info,269
X,3,5,5,3,2,10,7,1,9,11,3,7,2,7,3,9,ok,no_info,270
X,4,9,7,7,3,7,7,1,8,10,6,8,3,8,4,7,ok,no_info,271
X,6,12,6,6,4,7,8,2,7,11,7,7,4,12,3,7,ok,no_info,272
X,4,9,7,7,6,8,7,3,6,7,4,6,5,5,8,7,ok,no_info,273
X,4,9,4,6,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,274
X,4,10,7,7,4,7,8,4,9,6,5,5,4,10,8,6,ok,no_info,275
X,3,7,5,5,4,8,7,3,6,7,4,6,4,7,6,8,ok,no_info,276
X,2,2,3,3,2,7,7,3,9,6,6,10,2,8,6,8,ok,no_info,277
X,4,11,6,8,5,7,7,3,8,5,6,8,3,8,6,7,ok,no_info,278
X,3,7,4,5,2,7,7,4,4,7,6,8,2,8,4,8,ok,no_info,279
X,2,1,3,1,1,7,7,4,9,6,6,9,2,8,5,7,ok,no_info,280
X,7,11,11,8,5,6,8,1,9,10,9,9,3,8,4,6,ok,no_info,281
X,6,10,7,6,4,10,6,3,7,12,2,6,3,8,4,10,ok,no_info,282
X,6,9,9,6,5,5,8,1,8,10,10,9,3,8,3,6,ok,no_info,283
X,5,6,6,6,6,7,6,2,5,8,7,9,3,11,7,8,ok,no_info,284
X,4,8,6,7,6,9,9,2,6,7,5,6,2,5,7,7,ok,no_info,285
X,5,8,7,6,5,7,6,3,5,6,6,9,3,8,9,9,ok,no_info,286
X,3,6,6,4,3,7,7,1,9,10,7,9,2,8,3,8,ok,no_info,287
X,3,4,4,5,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,288
X,3,5,5,4,3,7,7,3,10,6,6,8,3,8,6,8,ok,no_info,289
X,1,0,2,0,0,7,7,3,4,7,6,8,3,8,4,8,ok,no_info,290
X,3,8,4,6,3,7,7,4,4,7,6,8,2,8,4,8,ok,no_info,291
X,3,7,4,4,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,292
X,1,0,1,0,0,7,7,3,5,7,6,8,2,8,4,7,ok,no_info,293
X,9,13,9,7,5,8,7,2,8,11,4,7,4,9,4,7,ok,no_info,294
X,4,9,6,7,3,10,7,2,8,10,1,7,3,8,4,9,ok,no_info,295
X,1,1,2,1,0,7,7,4,4,7,6,8,2,8,4,7,ok,no_info,296
X,3,5,4,4,2,8,7,3,9,6,6,8,2,8,6,8,ok,no_info,297
X,4,7,7,5,4,9,7,1,8,10,3,7,3,8,3,9,ok,no_info,298
X,4,10,6,8,4,7,7,4,9,6,6,8,3,8,7,7,ok,no_info,299
X,1,1,2,1,1,8,7,3,8,7,6,8,2,8,5,8,ok,no_info,300
X,4,11,5,8,2,7,7,5,4,7,6,8,3,8,4,8,ok,no_info,301
X,2,3,3,4,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,302
X,10,14,9,8,5,7,7,2,10,9,6,8,4,6,4,8,ok,no_info,303
X,4,9,6,6,4,3,9,2,8,11,12,10,3,8,4,4,ok,no_info,304
X,4,7,5,6,5,6,7,2,4,7,7,10,3,10,7,8,ok,no_info,305
X,4,9,5,6,3,7,7,4,4,7,6,7,3,8,4,8,ok,no_info,306
X,6,11,10,8,5,10,7,2,9,11,1,6,4,9,4,10,ok,no_info,307
X,6,10,9,8,4,8,8,1,9,10,4,7,3,9,4,8,ok,no_info,308
X,10,15,11,8,6,7,8,2,8,11,8,8,5,12,4,7,ok,no_info,309
X,3,8,5,6,5,9,7,2,5,7,5,6,3,9,6,8,ok,no_info,310
X,6,9,9,7,5,6,8,1,8,10,9,9,3,9,3,6,ok,no_info,311
X,2,7,3,4,1,7,7,4,4,7,6,8,3,8,4,8,ok,no_info,312
X,2,2,4,3,2,8,7,3,9,6,6,9,3,8,6,8,ok,no_info,313
X,4,7,6,5,5,6,7,2,6,7,6,9,4,5,7,9,ok,no_info,314
X,7,10,10,8,6,7,8,0,8,9,6,8,3,8,3,7,ok,no_info,315
X,4,10,7,8,4,9,7,0,8,9,5,7,2,8,3,8,ok,no_info,316
X,6,8,8,6,6,7,6,3,5,7,6,11,4,6,10,8,ok,no_info,317
X,4,9,5,6,1,7,7,5,4,7,6,8,3,8,4,8,ok,no_info,318
X,8,12,9,6,5,6,9,2,8,11,8,8,4,9,4,5,ok,no_info,319
X,4,8,6,6,4,7,8,3,9,5,6,7,4,9,7,7,ok,no_info,320
